Year,Country,Issued,Refused,Withdrawn
2016,Afghanistan,4,0,0
2016,Albania,11,0,0
2016,Algeria,6,1,0
2016,Angola,1,0,0
2016,Argentina,37,11,0
2016,Armenia,1,0,0
2016,Australia,109,19,2
2016,Azerbaijan,7,1,0
2016,Bahrain,3,0,0
2016,Bangladesh,32,15,0
2016,Belarus,23,2,0
2016,Belize,1,0,0
2016,Benin,1,0,0
2016,Bolivia,1,0,0
2016,Bosnia and Herzegovina,5,1,1
2016,Botswana,5,1,0
2016,Brazil,561,144,10
2016,Cameroon,3,1,0
2016,Canada,158,32,3
2016,Chile,8,1,0
2016,China,337,77,10
2016,Colombia,21,2,0
2016,Costa Rica,12,0,0
2016,Cuba,1,1,0
2016,Côte d'Ivoire,1,0,0
2016,DR Congo,2,0,0
2016,Dominican Republic,1,0,1
2016,Ecuador,2,0,1
2016,Egypt,257,19,5
2016,El Salvador,1,0,0
2016,Eritrea,1,0,0
2016,Eswatini,1,0,0
2016,Ethiopia,5,1,0
2016,Fiji,1,0,0
2016,Georgia,3,0,0
2016,Ghana,5,3,0
2016,Guatemala,1,0,0
2016,Guyana,1,0,0
2016,Haiti,2,0,0
2016,India,2990,310,52
2016,Indonesia,6,1,0
2016,Iran,32,2,0
2016,Iraq,30,3,0
2016,Ireland,5,3,0
2016,Israel,199,6,1
2016,Jamaica,1,2,0
2016,Japan,97,11,4
2016,Jordan,20,3,1
2016,Kazakhstan,9,1,0
2016,Kenya,10,0,0
2016,Kuwait,4,0,0
2016,Kyrgyzstan,1,0,0
2016,Lebanon,29,2,0
2016,Libya,5,1,0
2016,Malawi,3,2,1
2016,Malaysia,242,70,8
2016,Maldives,2,0,0
2016,Mauritius,65,34,0
2016,Mexico,39,18,1
2016,Moldova,2,0,0
2016,Montenegro,0,1,0
2016,Morocco,14,3,0
2016,Myanmar,0,1,0
2016,Nepal,21,7,0
2016,New Zealand,45,9,1
2016,Nicaragua,0,1,0
2016,Nigeria,179,18,2
2016,North Macedonia,6,1,0
2016,Oman,2,0,0
2016,Pakistan,1046,92,28
2016,Peru,9,0,0
2016,Philippines,376,73,31
2016,Russia,188,11,2
2016,Rwanda,1,0,0
2016,Saint Kitts & Nevis,1,0,0
2016,Saudi Arabia,6,1,0
2016,Senegal,1,0,0
2016,Serbia,38,4,0
2016,Seychelles,1,0,0
2016,Singapore,25,2,0
2016,Somalia,1,0,0
2016,South Africa,207,36,7
2016,South Korea,31,4,1
2016,Sri Lanka,51,1,3
2016,State of Palestine,6,1,0
2016,Sudan,357,12,9
2016,Syria,13,1,0
2016,Tanzania,2,0,0
2016,Thailand,10,7,0
2016,Trinidad and Tobago,10,4,0
2016,Tunisia,7,1,1
2016,Turkey,157,13,1
2016,Turkmenistan,1,0,0
2016,Uganda,3,1,0
2016,Ukraine,194,78,8
2016,United Arab Emirates,1,1,0
2016,United Kingdom,2,0,0
2016,United States,835,105,8
2016,Uruguay,1,1,0
2016,Uzbekistan,4,0,0
2016,Venezuela,65,17,2
2016,Vietnam,13,5,0
2016,Yemen,1,0,0
2016,Zambia,2,1,0
2016,Zimbabwe,17,7,1
